Дата;Чемпионат;Дома;Гости;Счет хозяев;Счет гостей;Ожидаемые голы (xG) Дома;Ожидаемые голы (xG) Гости;xG в створ (xGOT) Дома;xG в створ (xGOT) Гости;Владение мячом Дома;Владение мячом Гости;Удары в створ Дома;Удары в створ Гости;Угловые Дома;Угловые Гости;Желтые карточки Дома;Желтые карточки Гости;Красные карточки Дома;Красные карточки Гости;Коэффициенты П1;Коэффициенты Н;Коэффициенты П2
07.12.2025 18:15;ИспанияПримера - Тур 15;Валенсия;Севилья;1;1;1.19;0.32;0.88;0.4;0.48;0.52;3;1;2;2;3;6;0;0;1.99;3.4;3.95
07.12.2025 20:30;ИспанияПримера - Тур 15;Эспаньол;Райо Вальекано;1;0;1.33;0.26;0.89;0.45;0.36;0.64;2;2;6;2;4;8;1;1;2.38;3.2;3.15
07.12.2025 23:00;ИспанияПримера - Тур 15;Реал Мадрид;Сельта;0;2;2.46;1.55;1.45;2.25;0.58;0.42;7;5;8;1;6;1;3;0;1.28;6.2;9.4
08.12.2025 23:00;ИспанияПримера - Тур 15;Осасуна;Леванте;2;0;1.05;0.48;1.45;0.53;0.41;0.59;6;5;3;3;2;2;0;0;1.69;3.9;4.9
12.12.2025 23:00;ИспанияПримера - Тур 16;Реал Сосьедад;Жирона;1;2;0.92;1.43;0.66;1.68;0.47;0.53;4;3;4;3;1;2;0;0;1.82;3.8;4.6
13.12.2025 16:00;ИспанияПримера - Тур 16;Атлетико;Валенсия;2;1;1.01;1.17;2.28;0.41;0.46;0.54;6;2;5;7;3;1;0;0;1.34;5.4;8.4
13.12.2025 18:15;ИспанияПримера - Тур 16;Мальорка;Эльче;3;1;2.45;0.29;3.06;0;0.42;0.58;8;0;1;1;3;0;0;0;2.55;2.95;3.15
13.12.2025 20:30;ИспанияПримера - Тур 16;Барселона;Осасуна;2;0;2.41;0.37;2.02;0.65;0.8;0.2;7;2;14;1;0;3;0;0;1.2;8.2;14
13.12.2025 23:00;ИспанияПримера - Тур 16;Хетафе;Эспаньол;0;1;0.24;0.51;0.16;0.76;0.56;0.44;1;4;6;4;5;1;0;0;2.6;2.8;3.25
14.12.2025 16:00;ИспанияПримера - Тур 16;Севилья;Реал Овьедо;4;0;2.03;0.64;2.63;0.36;0.56;0.44;7;1;5;3;1;2;0;1;2.1;3.2;3.85
14.12.2025 18:15;ИспанияПримера - Тур 16;Сельта;Атлетик;2;0;1.34;1.61;1.32;1.11;0.5;0.5;2;2;1;4;3;2;0;0;2.95;3.1;2.6
14.12.2025 23:00;ИспанияПримера - Тур 16;Алавес;Реал Мадрид;1;2;1.36;1.83;1.49;2.67;0.52;0.48;2;6;5;7;3;1;0;0;5.6;4.2;1.63
15.12.2025 23:00;ИспанияПримера - Тур 16;Райо Вальекано;Бетис;0;0;1.86;0.81;0.69;1.1;0.59;0.41;7;6;8;3;4;1;0;0;2.6;3.25;3
19.12.2025 23:00;ИспанияПримера - Тур 17;Валенсия;Мальорка;1;1;1.29;0.19;1.27;0.21;0.71;0.29;2;2;12;3;2;3;0;0;2.07;3.2;3.95
20.12.2025 16:00;ИспанияПримера - Тур 17;Реал Овьедо;Сельта;0;0;0.63;0.66;0.34;0.3;0.56;0.44;3;2;4;3;2;1;0;0;3.45;3.2;2.22
20.12.2025 18:15;ИспанияПримера - Тур 17;Леванте;Реал Сосьедад;1;1;1.3;1.38;1.03;1.24;0.44;0.56;3;6;7;10;6;2;0;0;3.05;3.3;2.39
20.12.2025 20:30;ИспанияПримера - Тур 17;Осасуна;Алавес;3;0;2.02;0.56;3.42;0.45;0.47;0.53;7;3;9;0;2;2;0;0;2.25;2.9;3.8
20.12.2025 23:00;ИспанияПримера - Тур 17;Реал Мадрид;Севилья;2;0;2.33;1.56;3.22;1.03;0.53;0.47;8;5;6;5;2;6;0;1;1.22;7.6;13
21.12.2025 16:00;ИспанияПримера - Тур 17;Жирона;Атлетико;0;3;1.06;0.9;1.27;1.95;0.51;0.49;2;6;3;4;2;0;0;0;4.7;3.8;1.74
21.12.2025 18:15;ИспанияПримера - Тур 17;Вильярреал;Барселона;0;2;1.66;2.71;0.98;1.83;0.2;0.8;5;5;5;10;1;1;1;0;4.1;4.6;1.77
21.12.2025 20:30;ИспанияПримера - Тур 17;Эльче;Райо Вальекано;4;0;2.51;0.95;3.92;0.85;0.46;0.54;6;8;4;5;2;2;1;0;2.5;3;3.15
21.12.2025 23:00;ИспанияПримера - Тур 17;Бетис;Хетафе;4;0;3.3;1.42;3.59;0.19;0.49;0.51;8;3;7;5;0;1;0;0;1.76;3.45;5.8
22.12.2025 23:00;ИспанияПримера - Тур 17;Атлетик;Эспаньол;1;2;1.6;0.9;1.66;1.35;0.66;0.34;7;5;8;4;5;2;0;0;1.87;3.5;4.8
02.01.2026 23:00;ИспанияПримера - Тур 18;Райо Вальекано;Хетафе;1;1;0.96;0.66;0.14;0.73;0.6;0.4;4;4;3;2;3;4;0;0;2.1;2.85;4.4
03.01.2026 16:00;ИспанияПримера - Тур 18;Сельта;Валенсия;4;1;2.7;1.93;3.02;2.04;0.4;0.6;6;5;2;4;1;3;0;0;2.04;3.25;3.95
03.01.2026 18:15;ИспанияПримера - Тур 18;Осасуна;Атлетик;1;1;0.68;1.46;0.26;1.43;0.49;0.51;4;6;1;9;3;3;0;0;3;2.95;2.65
03.01.2026 20:30;ИспанияПримера - Тур 18;Эльче;Вильярреал;1;3;1.32;1.75;0.69;2.12;0.78;0.22;2;4;6;2;3;3;0;0;3.15;3.45;2.28
03.01.2026 23:00;ИспанияПримера - Тур 18;Эспаньол;Барселона;0;2;1.6;1.94;1.96;1.96;0.31;0.69;7;6;5;7;1;0;0;0;6.6;5;1.47
04.01.2026 16:00;ИспанияПримера - Тур 18;Севилья;Леванте;0;3;1.71;1.03;2.89;1.78;0.64;0.36;7;4;5;1;3;4;0;0;1.77;3.7;4.7
04.01.2026 18:15;ИспанияПримера - Тур 18;Реал Мадрид;Бетис;5;1;2.94;1.05;5.18;1.38;0.61;0.39;9;5;5;8;1;1;0;0;1.55;4.8;5.8
04.01.2026 20:30;ИспанияПримера - Тур 18;Мальорка;Жирона;1;2;1.26;1.51;0.95;1.02;0.49;0.51;2;4;3;6;2;1;0;0;2.23;3.15;3.55
04.01.2026 20:30;ИспанияПримера - Тур 18;Алавес;Реал Овьедо;1;1;1.83;2.43;1.33;2.04;0.57;0.43;7;6;6;7;3;3;1;1;1.88;3;5.4
04.01.2026 23:00;ИспанияПримера - Тур 18;Реал Сосьедад;Атлетико;1;1;1.73;1.24;1.89;1.39;0.45;0.55;8;2;6;6;3;2;0;0;3.95;3.8;1.94
09.01.2026 23:00;ИспанияПримера - Тур 19;Хетафе;Реал Сосьедад;1;2;0.27;1.56;0.24;1.81;0.43;0.57;3;5;2;4;2;1;0;0;3.45;3;2.46
10.01.2026 16:00;ИспанияПримера - Тур 19;Реал Овьедо;Бетис;1;1;1.24;2.23;0.24;1.9;0.42;0.58;3;6;5;2;3;1;0;0;3.95;3.45;2.05
10.01.2026 18:15;ИспанияПримера - Тур 19;Вильярреал;Алавес;3;1;1.5;0.94;2.16;0.52;0.44;0.56;4;5;1;6;0;2;0;0;1.49;4.3;6.8
10.01.2026 20:30;ИспанияПримера - Тур 19;Жирона;Осасуна;1;0;0.65;1.4;1.24;0;0.46;0.54;4;1;2;1;2;6;1;0;2.47;3.15;3.05
10.01.2026 23:00;ИспанияПримера - Тур 19;Валенсия;Эльче;1;1;1.94;0.18;1.58;0.36;0.39;0.61;4;1;8;6;2;3;0;0;2.01;3.3;4
11.01.2026 16:00;ИспанияПримера - Тур 19;Райо Вальекано;Мальорка;2;1;2.36;0.72;1.98;0.52;0.53;0.47;5;2;6;5;1;5;1;0;1.92;3.25;4.6
11.01.2026 18:15;ИспанияПримера - Тур 19;Леванте;Эспаньол;1;1;1.11;1.36;0.3;0.83;0.49;0.51;2;3;4;3;0;1;0;0;3.15;3.3;2.34
12.01.2026 23:00;ИспанияПримера - Тур 19;Севилья;Сельта;0;1;0.27;1.63;0.17;2.49;0.59;0.41;2;7;6;1;3;3;0;0;2.75;3.15;2.9
16.01.2026 23:00;ИспанияПримера - Тур 20;Эспаньол;Жирона;0;2;1.06;1.96;0.18;2.01;0.49;0.51;2;4;5;4;5;5;0;0;1.89;3.6;4.5
17.01.2026 16:00;ИспанияПримера - Тур 20;Реал Мадрид;Леванте;2;0;2.88;0.8;2.95;0;0.7;0.3;11;0;8;0;2;1;0;0;1.17;9;15
17.01.2026 18:15;ИспанияПримера - Тур 20;Мальорка;Атлетик;3;2;2.79;2.08;3.85;3.82;0.51;0.49;9;11;3;7;1;5;0;2;3.7;3.1;2.17
17.01.2026 20:30;ИспанияПримера - Тур 20;Осасуна;Реал Овьедо;3;2;1.37;1.33;2.06;1.27;0.51;0.49;5;5;3;6;1;4;1;0;1.73;3.55;5.2
17.01.2026 23:00;ИспанияПримера - Тур 20;Бетис;Вильярреал;2;0;1.07;1.02;1.39;0.56;0.6;0.4;6;3;2;3;3;2;0;1;2.6;3.5;2.65
18.01.2026 16:00;ИспанияПримера - Тур 20;Хетафе;Валенсия;0;1;0.62;0.89;0.14;0.31;0.55;0.45;3;1;9;3;2;3;0;1;2.5;2.75;3.5
18.01.2026 18:15;ИспанияПримера - Тур 20;Атлетико;Алавес;1;0;1.78;0.85;0.92;0;0.54;0.46;6;0;6;6;1;1;0;0;1.38;5;9.2
18.01.2026 20:30;ИспанияПримера - Тур 20;Сельта;Райо Вальекано;3;0;1.87;1.11;1.79;0.49;0.49;0.51;7;3;5;7;4;3;0;1;1.9;3.45;4.3
18.01.2026 23:00;ИспанияПримера - Тур 20;Реал Сосьедад;Барселона;2;1;1.01;3.68;1.45;2.41;0.28;0.72;6;9;6;8;3;4;1;0;4.8;4.6;1.66
19.01.2026 23:00;ИспанияПримера - Тур 20;Эльче;Севилья;2;2;1.54;3.01;2.13;2.74;0.5;0.5;5;8;9;7;3;1;0;0;2.39;3.1;3.25
23.01.2026 23:00;ИспанияПримера - Тур 21;Леванте;Эльче;3;2;2.61;0.64;2.08;0.84;0.41;0.59;6;3;9;1;2;3;0;0;2.26;3.35;3.25
24.01.2026 16:00;ИспанияПримера - Тур 21;Райо Вальекано;Осасуна;1;3;0.76;1.22;0.78;1.49;0.67;0.33;4;5;4;3;2;2;0;0;2.26;3.1;3.5
24.01.2026 18:15;ИспанияПримера - Тур 21;Валенсия;Эспаньол;3;2;2.29;1.4;2.11;1.78;0.47;0.53;5;6;2;7;1;5;0;0;2.42;3.1;3.15
24.01.2026 20:30;ИспанияПримера - Тур 21;Севилья;Атлетик;2;1;2.07;2.15;2.17;1.2;0.5;0.5;7;3;5;5;2;1;0;0;2.75;3.05;3
24.01.2026 23:00;ИспанияПримера - Тур 21;Вильярреал;Реал Мадрид;0;2;0.57;1.64;0.01;1.41;0.42;0.58;1;4;6;6;3;1;0;0;3.85;4.2;1.88
25.01.2026 16:00;ИспанияПримера - Тур 21;Атлетико;Мальорка;3;0;1.47;0.46;2.47;0.8;0.61;0.39;8;1;10;3;2;1;0;0;1.34;5.2;9
25.01.2026 18:15;ИспанияПримера - Тур 21;Барселона;Реал Овьедо;3;0;2.08;0.48;2.77;0.23;0.73;0.27;7;3;10;1;1;2;0;0;1.15;9.6;17
25.01.2026 20:30;ИспанияПримера - Тур 21;Реал Сосьедад;Сельта;3;1;1.61;1.6;2.33;1.23;0.36;0.64;4;4;2;9;1;1;1;0;2.16;3.3;3.5
25.01.2026 23:00;ИспанияПримера - Тур 21;Алавес;Бетис;2;1;1.32;1.26;1.53;0.3;0.45;0.55;9;4;6;4;1;1;0;0;2.7;2.95;2.95
26.01.2026 23:00;ИспанияПримера - Тур 21;Жирона;Хетафе;1;1;0.75;0.81;1.6;1.03;0.69;0.31;4;2;3;4;5;3;0;0;2.22;2.9;3.9
30.01.2026 23:00;ИспанияПримера - Тур 22;Эспаньол;Алавес;1;2;0.67;1.74;0.86;2.09;0.5;0.5;3;7;4;2;0;1;0;0;1.98;3.1;4.5
31.01.2026 16:00;ИспанияПримера - Тур 22;Реал Овьедо;Жирона;1;0;1.4;0.65;1.51;0.54;0.34;0.66;4;1;4;4;1;1;0;0;2.8;3.05;2.75
31.01.2026 18:15;ИспанияПримера - Тур 22;Осасуна;Вильярреал;2;2;1.37;0.92;1.23;1.58;0.47;0.53;5;4;6;2;2;2;0;0;2.75;3.35;2.6
31.01.2026 20:30;ИспанияПримера - Тур 22;Леванте;Атлетико;0;0;0.37;0.85;0.54;1.04;0.45;0.55;2;4;4;7;2;1;0;0;5;4;1.72
31.01.2026 23:00;ИспанияПримера - Тур 22;Эльче;Барселона;1;3;1;6.44;1.11;3.05;0.39;0.61;3;8;2;8;2;1;0;0;8.4;6.4;1.32
01.02.2026 16:00;ИспанияПримера - Тур 22;Реал Мадрид;Райо Вальекано;2;1;2.21;1.03;1.31;1.11;0.57;0.43;6;4;9;4;2;8;0;2;1.27;6.4;9.4
01.02.2026 18:15;ИспанияПримера - Тур 22;Бетис;Валенсия;2;1;1.88;1.91;0.88;1.49;0.53;0.47;2;4;3;5;0;4;0;0;1.84;3.55;4.4
01.02.2026 20:30;ИспанияПримера - Тур 22;Хетафе;Сельта;0;0;0.43;0.18;0.09;0.44;0.38;0.62;2;1;5;3;1;2;0;0;2.85;2.85;2.85
01.02.2026 23:00;ИспанияПримера - Тур 22;Атлетик;Реал Сосьедад;1;1;0.96;1.66;1.69;1.76;0.55;0.45;4;6;6;3;4;2;0;1;2.27;3.2;3.6
02.02.2026 23:00;ИспанияПримера - Тур 22;Мальорка;Севилья;4;1;2.64;1.13;2.85;1.21;0.33;0.67;6;5;4;8;1;1;0;0;2.7;3;2.9
06.02.2026 23:00;ИспанияПримера - Тур 23;Сельта;Осасуна;1;2;2.39;0.67;1.59;0.7;0.57;0.43;4;2;7;3;2;2;0;0;2.1;3.3;3.95
07.02.2026 18:15;ИспанияПримера - Тур 23;Барселона;Мальорка;3;0;2.73;0.8;2.5;0.97;0.76;0.24;7;4;12;3;0;0;0;0;1.15;8.6;15
07.02.2026 23:00;ИспанияПримера - Тур 23;Реал Сосьедад;Эльче;3;1;2.64;1.28;2.59;2.05;0.34;0.66;3;5;2;4;0;4;0;0;1.65;4;5.2
08.02.2026 16:00;ИспанияПримера - Тур 23;Алавес;Хетафе;0;2;2.02;1.91;1.51;1.94;0.6;0.4;5;5;6;3;2;5;0;0;2.38;2.7;3.9
08.02.2026 18:15;ИспанияПримера - Тур 23;Севилья;Жирона;1;1;0.78;2.56;0.89;2.02;0.51;0.49;3;6;5;7;3;3;0;0;2.08;3.35;3.7
08.02.2026 18:15;ИспанияПримера - Тур 23;Атлетик;Леванте;4;2;2.08;0.51;3.14;0.9;0.55;0.45;7;3;4;3;2;1;0;1;1.64;3.9;5.4
08.02.2026 20:30;ИспанияПримера - Тур 23;Атлетико;Бетис;0;1;0.66;0.7;1.31;0.64;0.65;0.35;5;4;7;3;3;1;0;0;1.5;4.9;6.4
08.02.2026 23:00;ИспанияПримера - Тур 23;Валенсия;Реал Мадрид;0;2;0.44;0.96;0;1.3;0.4;0.6;0;6;5;8;1;1;0;0;5;4.3;1.67
09.02.2026 23:00;ИспанияПримера - Тур 23;Вильярреал;Эспаньол;4;1;0.76;0.51;1.79;0.95;0.49;0.51;3;2;5;8;3;3;0;0;1.73;4;4.9
13.02.2026 23:00;ИспанияПримера - Тур 24;Эльче;Осасуна;0;0;1.7;0.77;1.11;0.05;0.64;0.36;5;2;10;3;2;4;0;0;2.95;3.15;2.55
14.02.2026 16:00;ИспанияПримера - Тур 24;Эспаньол;Сельта;2;2;0.77;2.35;1.07;2.06;0.43;0.57;3;5;2;2;1;0;0;0;2.65;3.05;2.9
14.02.2026 18:15;ИспанияПримера - Тур 24;Хетафе;Вильярреал;2;1;1.49;0.6;1.29;1.21;0.43;0.57;2;2;3;4;2;3;0;0;3.1;2.9;2.6
14.02.2026 20:30;ИспанияПримера - Тур 24;Севилья;Алавес;1;1;0.27;1.13;0.7;0.43;0.25;0.75;2;1;0;3;5;0;2;0;2.16;3.05;3.9
14.02.2026 23:00;ИспанияПримера - Тур 24;Реал Мадрид;Реал Сосьедад;4;1;3.11;1.74;2.87;1.19;0.52;0.48;5;3;4;6;1;1;0;0;1.4;5.4;7.6
15.02.2026 16:00;ИспанияПримера - Тур 24;Реал Овьедо;Атлетик;1;2;0.34;1.28;0.37;1.17;0.54;0.46;1;4;2;3;2;3;0;0;3.35;3;2.39
15.02.2026 18:15;ИспанияПримера - Тур 24;Райо Вальекано;Атлетико;3;0;1.6;0.7;2.92;0.46;0.41;0.59;9;3;4;8;1;3;0;0;4.5;3.6;1.82
15.02.2026 20:30;ИспанияПримера - Тур 24;Леванте;Валенсия;0;2;0.61;0.6;0.66;0.79;0.47;0.53;1;2;3;2;3;2;1;0;2.7;3.2;2.7
15.02.2026 23:00;ИспанияПримера - Тур 24;Мальорка;Бетис;1;2;1.1;2.04;0.71;2.19;0.65;0.35;3;8;7;3;4;3;0;0;3.05;3.2;2.44
16.02.2026 23:00;ИспанияПримера - Тур 24;Жирона;Барселона;2;1;2.86;2.71;3.33;1.05;0.29;0.71;9;4;3;7;1;3;1;0;7.4;6;1.37
18.02.2026 22:00;ИспанияПримера - Тур 16;Леванте;Вильярреал;0;1;0.92;2.4;0.23;1.56;0.59;0.41;4;6;3;2;3;4;0;0;4.1;3.7;1.87
20.02.2026 23:00;ИспанияПримера - Тур 25;Атлетик;Эльче;2;1;2.97;0.82;2.54;0.78;0.46;0.54;8;2;4;1;3;3;0;0;1.74;3.85;5.2
21.02.2026 16:00;ИспанияПримера - Тур 25;Реал Сосьедад;Реал Овьедо;3;3;2.06;1.68;1.71;2.04;0.62;0.38;8;6;7;6;2;1;0;0;1.56;4;6.4
21.02.2026 18:15;ИспанияПримера - Тур 25;Бетис;Райо Вальекано;1;1;1.86;0.88;1.06;1.18;0.47;0.53;3;3;3;5;4;3;0;0;1.93;3.5;4.1
21.02.2026 20:30;ИспанияПримера - Тур 25;Осасуна;Реал Мадрид;2;1;2.29;1.7;1.09;1.85;0.39;0.61;2;5;3;7;2;4;0;0;4.7;4;1.76
21.02.2026 23:00;ИспанияПримера - Тур 25;Атлетико;Эспаньол;4;2;3.12;1.06;3.89;1.18;0.61;0.39;9;2;5;3;0;1;0;0;1.46;4.7;7.4
22.02.2026 16:00;ИспанияПримера - Тур 25;Хетафе;Севилья;0;1;0.32;0.32;0.65;0.17;0.31;0.69;3;1;2;2;1;1;1;0;2.35;2.85;3.7
22.02.2026 18:15;ИспанияПримера - Тур 25;Барселона;Леванте;3;0;2.87;0.53;2.5;0.3;0.73;0.27;9;2;13;6;2;1;0;0;1.11;11;19
22.02.2026 20:30;ИспанияПримера - Тур 25;Сельта;Мальорка;2;0;2.51;0.04;2.2;0;0.57;0.43;7;0;7;2;1;5;0;0;1.79;3.55;4.8
22.02.2026 23:00;ИспанияПримера - Тур 25;Вильярреал;Валенсия;2;1;2.34;1.54;2.45;1.34;0.43;0.57;5;3;5;4;2;4;0;0;1.72;4;5
23.02.2026 23:00;ИспанияПримера - Тур 25;Алавес;Жирона;2;2;1.94;2.22;1.46;2.62;0.44;0.56;6;5;7;6;2;2;0;0;2.39;3.05;3.25
27.02.2026 23:00;ИспанияПримера - Тур 26;Леванте;Алавес;2;0;2.35;1.35;2.35;0.77;0.49;0.51;5;7;10;6;1;6;0;1;2.75;3.15;2.85
28.02.2026 16:00;ИспанияПримера - Тур 26;Райо Вальекано;Атлетик;1;1;1.44;0.54;2.56;0.1;0.5;0.5;7;2;5;4;2;3;0;0;2.49;3.1;3.05
28.02.2026 18:15;ИспанияПримера - Тур 26;Барселона;Вильярреал;4;1;3.2;1.31;2.72;0.79;0.74;0.26;8;1;3;2;2;1;0;0;1.42;5.8;6.4
28.02.2026 20:30;ИспанияПримера - Тур 26;Мальорка;Реал Сосьедад;0;1;0.66;0.43;0.02;0.96;0.44;0.56;1;2;3;7;0;2;0;0;3.15;3.3;2.44
28.02.2026 23:00;ИспанияПримера - Тур 26;Реал Овьедо;Атлетико;0;1;1.1;0.75;1.44;0.65;0.38;0.62;6;1;8;3;2;2;0;0;4.6;3.6;1.8
01.03.2026 16:00;ИспанияПримера - Тур 26;Эльче;Эспаньол;2;2;2;0.77;2.34;1.8;0.7;0.3;9;4;3;1;1;6;0;1;2.46;3.25;2.95
01.03.2026 18:15;ИспанияПримера - Тур 26;Валенсия;Осасуна;1;0;1.56;0.32;0.79;0;0.48;0.52;1;0;5;4;2;4;0;0;2.44;3.1;3.15
01.03.2026 20:30;ИспанияПримера - Тур 26;Бетис;Севилья;2;2;1.59;0.87;1.66;0.55;0.45;0.55;2;6;4;3;3;3;0;0;1.75;3.75;4.7
01.03.2026 23:00;ИспанияПримера - Тур 26;Жирона;Сельта;1;2;1.37;0.6;1.16;1.04;0.57;0.43;7;5;10;6;2;2;0;0;2.44;3.2;3.05
02.03.2026 23:00;ИспанияПримера - Тур 26;Реал Мадрид;Хетафе;0;1;1.91;0.5;2.42;0.45;0.77;0.23;7;3;10;2;4;6;1;1;1.45;4.6;8.2
04.03.2026 21:00;ИспанияПримера - Тур 23;Райо Вальекано;Реал Овьедо;3;0;2.51;0.99;2.46;1.14;0.52;0.48;7;2;12;2;1;2;0;0;1.76;3.55;5
06.03.2026 23:00;ИспанияПримера - Тур 27;Сельта;Реал Мадрид;;;;;;;;;;;;;;;;;3.05;3.35;2.46
07.03.2026 16:00;ИспанияПримера - Тур 27;Осасуна;Мальорка;;;;;;;;;;;;;;;;;1.9;3.4;4.4
07.03.2026 18:15;ИспанияПримера - Тур 27;Леванте;Жирона;;;;;;;;;;;;;;;;;2.75;3.35;2.6
07.03.2026 20:30;ИспанияПримера - Тур 27;Атлетико;Реал Сосьедад;;;;;;;;;;;;;;;;;1.66;4.2;5.2
07.03.2026 23:00;ИспанияПримера - Тур 27;Атлетик;Барселона;;;;;;;;;;;;;;;;;4.8;4.4;1.68
08.03.2026 16:00;ИспанияПримера - Тур 27;Вильярреал;Эльче;;;;;;;;;;;;;;;;;1.47;4.8;6.2
08.03.2026 18:15;ИспанияПримера - Тур 27;Хетафе;Бетис;;;;;;;;;;;;;;;;;2.75;2.8;3.05
08.03.2026 20:30;ИспанияПримера - Тур 27;Севилья;Райо Вальекано;;;;;;;;;;;;;;;;;2.65;3.05;2.95
08.03.2026 23:00;ИспанияПримера - Тур 27;Валенсия;Алавес;;;;;;;;;;;;;;;;;2.12;3.05;3.95
09.03.2026 23:00;ИспанияПримера - Тур 27;Эспаньол;Реал Овьедо;;;;;;;;;;;;;;;;;1.98;3.3;4.1
23.08.2025 19:30;ИталияСерия А - Тур 1;Сассуоло;Наполи;0;2;0.38;1.19;0.04;1.24;0.38;0.62;2;4;1;2;3;1;1;0;5.6;3.85;1.63
23.08.2025 19:30;ИталияСерия А - Тур 1;Дженоа;Лечче;0;0;0.5;0.37;0.71;0;0.59;0.41;2;0;3;7;2;3;0;0;1.75;3.45;5.2
23.08.2025 21:45;ИталияСерия А - Тур 1;Рома;Болонья;1;0;1.57;0.58;1.2;0.63;0.51;0.49;4;2;2;4;1;1;0;0;2.17;3.2;3.6
23.08.2025 21:45;ИталияСерия А - Тур 1;Милан;Кремонезе;1;2;1.88;0.2;1.4;1.21;0.64;0.36;6;3;9;2;1;4;0;0;1.35;5.2;8.8
24.08.2025 19:30;ИталияСерия А - Тур 1;Комо;Лацио;2;0;1.31;0.26;1.88;0.29;0.63;0.37;6;1;6;0;2;3;0;0;2.36;3.35;3.05
24.08.2025 19:30;ИталияСерия А - Тур 1;Кальяри;Фиорентина;1;1;1.14;0.98;1.01;0.78;0.45;0.55;6;1;3;2;4;2;0;0;3.1;3.15;2.44
24.08.2025 21:45;ИталияСерия А - Тур 1;Ювентус;Парма;2;0;2.35;0.62;2.18;0.05;0.64;0.36;8;2;6;6;1;2;1;0;1.41;4.6;8
24.08.2025 21:45;ИталияСерия А - Тур 1;Аталанта;Пиза;1;1;1.91;0.64;2.04;0.67;0.66;0.34;6;2;10;4;2;0;0;0;1.46;4.6;6.8
25.08.2025 19:30;ИталияСерия А - Тур 1;Удинезе;Верона;1;1;0.73;0.55;0.76;0.96;0.63;0.37;4;3;5;1;3;2;0;0;1.96;3.2;4.4
25.08.2025 21:45;ИталияСерия А - Тур 1;Интер;Торино;5;0;1.59;0.94;2.66;1.16;0.6;0.4;9;4;6;5;0;0;0;0;1.37;5.2;8
29.08.2025 19:30;ИталияСерия А - Тур 2;Кремонезе;Сассуоло;3;2;3.31;1.32;3.2;1.96;0.42;0.58;6;6;5;4;2;2;0;0;2.28;3.35;3.2
29.08.2025 21:45;ИталияСерия А - Тур 2;Лечче;Милан;0;2;0.29;1.84;0.6;2.66;0.45;0.55;2;6;4;5;1;0;0;0;5.2;3.8;1.68
30.08.2025 19:30;ИталияСерия А - Тур 2;Парма;Аталанта;1;1;0.68;0.81;1.23;0.55;0.46;0.54;3;3;1;2;2;2;0;0;3.65;3.5;1.96
30.08.2025 19:30;ИталияСерия А - Тур 2;Болонья;Комо;1;0;1.1;0.7;0.76;0.02;0.36;0.64;2;2;7;4;4;3;0;0;2.44;3.1;3
30.08.2025 21:45;ИталияСерия А - Тур 2;Пиза;Рома;0;1;0.55;0.78;0.4;0.81;0.31;0.69;3;5;1;7;2;1;0;0;4.8;3.6;1.71
30.08.2025 21:45;ИталияСерия А - Тур 2;Наполи;Кальяри;1;0;1.59;0.54;0.85;0.01;0.67;0.33;6;1;13;0;2;1;0;0;1.3;5;9.4
31.08.2025 19:30;ИталияСерия А - Тур 2;Торино;Фиорентина;0;0;1.02;1.75;1.35;0.38;0.45;0.55;4;4;7;3;2;2;0;0;3.1;3.15;2.34
31.08.2025 19:30;ИталияСерия А - Тур 2;Дженоа;Ювентус;0;1;0.55;1.03;0.12;1.35;0.44;0.56;1;3;3;4;1;2;0;0;4.3;3.35;1.86
31.08.2025 21:45;ИталияСерия А - Тур 2;Лацио;Верона;4;0;4.13;0.92;3.63;0.8;0.7;0.3;6;4;8;1;0;0;0;0;1.44;4.4;6.6
31.08.2025 21:45;ИталияСерия А - Тур 2;Интер;Удинезе;1;2;1.97;1.21;1.43;2.07;0.68;0.32;4;5;13;2;1;3;0;0;1.32;5.2;8.4
13.09.2025 16:00;ИталияСерия А - Тур 3;Кальяри;Парма;2;0;1.12;1.96;1.59;1.03;0.51;0.49;5;5;4;5;3;1;0;0;2.29;3.05;3.5
13.09.2025 19:00;ИталияСерия А - Тур 3;Ювентус;Интер;4;3;0.68;0.96;1.23;1.18;0.41;0.59;4;4;5;9;2;2;0;0;2.8;3;2.85
13.09.2025 21:45;ИталияСерия А - Тур 3;Фиорентина;Наполи;1;3;1.65;3.29;0.43;3.53;0.53;0.47;3;9;8;5;0;0;0;0;4.1;3.25;2.01
14.09.2025 13:30;ИталияСерия А - Тур 3;Рома;Торино;0;1;1.14;0.65;0.8;2.14;0.73;0.27;5;4;7;4;2;3;0;0;1.53;4.2;6.4
14.09.2025 16:00;ИталияСерия А - Тур 3;Пиза;Удинезе;0;1;0.53;1;0.06;0.87;0.51;0.49;2;3;8;6;1;2;0;0;2.9;2.95;2.7
14.09.2025 16:00;ИталияСерия А - Тур 3;Аталанта;Лечче;4;1;2.12;0.47;2.13;0.65;0.57;0.43;8;3;8;2;0;0;0;0;1.41;4.7;7.8
14.09.2025 19:00;ИталияСерия А - Тур 3;Сассуоло;Лацио;1;0;1.16;0.76;1.72;1.05;0.41;0.59;3;3;3;7;6;3;0;0;4.1;3.55;1.92
14.09.2025 21:45;ИталияСерия А - Тур 3;Милан;Болонья;1;0;1;0.17;1.11;0;0.39;0.61;3;0;7;4;3;2;0;0;1.76;3.6;4.9
